city_idx,type,name_official,name_history,lord_name,leader_kana,force_id,force_name,soldiers,food,gold,train,morale,rice_price,rice_amount,horse_price,horse_amount,raw
0,城,松前城,胜山馆|松前城,蛎崎庆广,,12,蛎崎家,14000,80000,28000,50,50,
1,城,大浦城,大浦城,津轻为信,,37,津轻家,14000,80000,28000,50,50,
2,城,八户城,八户城,南部信直,,44,南部家,12000,60000,26000,50,50,
3,城,三户城,三户城,南部信直,,44,南部家,14000,80000,28000,50,50,
4,城,九户城,九户城,南部信直,,44,南部家,12000,60000,26000,50,50,
5,城,盛冈城,不来方城|盛冈城,南部信直,,44,南部家,16000,100000,30000,50,50,
6,城,高水寺城,高水寺城,南部信直,,44,南部家,12000,60000,26000,50,50,
7,城,岩出山城,岩出山城,伊达政宗,,34,伊达家,12000,60000,26000,50,50,
8,城,寺池城,寺池城,伊达政宗,,34,伊达家,12000,60000,26000,50,50,
9,城,名生城,名生城,伊达政宗,,34,伊达家,12000,60000,26000,50,50,
10,城,仙台城,仙台城,伊达政宗,,34,伊达家,18000,120000,32000,50,50,
11,城,白石城,白石城,白石宗实,,34,伊达家,14000,80000,28000,50,50,
12,城,凑城,凑城,秋田实季,,0,无,12000,60000,26000,50,50,
13,城,桧山城,桧山城,秋田实季,,0,无,14000,80000,28000,50,50,
14,城,角馆城,角馆城,秋田实季,,0,无,12000,60000,26000,50,50,
15,城,横手城,横手城,小野寺义道,,11,小野寺家,14000,80000,28000,50,50,
16,城,山形城,山形城,最上义光,,56,最上家,16000,100000,30000,50,50,
17,城,鲑延城,鲑延城,鲑延秀纲,,56,最上家,12000,60000,26000,50,50,
18,城,尾浦城,尾浦城,最上义光,,56,最上家,12000,60000,26000,50,50,
19,城,米泽城,米泽城,直江兼续,,7,上杉家,16000,100000,30000,50,50,
20,城,黑川城,黑川城,上杉景胜,,7,上杉家,18000,120000,32000,50,50,
21,城,二本松城,二本松城,上杉景胜,,7,上杉家,12000,60000,26000,50,50,
22,城,须贺川城,须贺川城,本庄繁长,,7,上杉家,12000,60000,26000,50,50,
23,城,小高城,小高城,相马义胤,,31,相马家,14000,80000,28000,50,50,
24,城,太田城,太田城,芦名盛重,,27,佐竹家,14000,80000,28000,50,50,
25,城,水户城,水户城,佐竹义宣,,27,佐竹家,18000,120000,32000,50,50,
26,城,土浦城,土浦城,结城秀康,,59,结城家,14000,80000,28000,50,50,
27,城,小田城,小田城,佐竹义宣,,27,佐竹家,12000,60000,26000,50,50,
28,城,宇都宫城,宇都宫城,蒲生秀行,,17,蒲生家,16000,100000,30000,50,50,
29,城,唐泽山城,唐泽山城,蒲生秀行,,17,蒲生家,12000,60000,26000,50,50,
30,城,小山城,小山城,结城秀康,,59,结城家,12000,60000,26000,50,50,
31,城,乌山城,乌山城,成田长忠,,40,德川家,12000,60000,26000,50,50,
32,城,厩桥城,厩桥城,平岩亲吉,,40,德川家,16000,100000,30000,50,50,
33,城,沼田城,沼田城,真田信幸,,29,真田家,14000,80000,28000,50,50,
34,城,馆林城,馆林城,榊原康政,,40,德川家,12000,60000,26000,50,50,
35,城,箕轮城,箕轮城,井伊直政,,40,德川家,14000,80000,28000,50,50,
36,城,胜浦城,胜浦城,本多忠胜,,40,德川家,10000,40000,24000,50,50,
37,城,久留里城,久留里城,本多忠胜,,40,德川家,14000,80000,28000,50,50,
38,城,稻村城,稻村城,里见义康,,28,里见家,14000,80000,28000,50,50,
39,城,佐仓城,佐仓城,北条氏胜,,40,德川家,12000,60000,26000,50,50,
40,城,结城城,结城城,结城秀康,,59,结城家,14000,80000,28000,50,50,
41,城,江户城,江户城,德川家康,,40,德川家,20000,140000,34000,50,50,
42,城,岩槻城,岩槻城,高力清长,,40,德川家,12000,60000,26000,50,50,
43,城,河越城,河越城,德川家康,,40,德川家,12000,60000,26000,50,50,
44,城,忍城,忍城,德川家康,,40,德川家,14000,80000,28000,50,50,
45,城,八王子城,八王子城,德川家康,,40,德川家,14000,80000,28000,50,50,
46,城,小田原城,小田原城,大久保忠邻,,40,德川家,18000,120000,32000,50,50,
47,城,玉绳城,玉绳城,德川家康,,40,德川家,14000,80000,28000,50,50,
48,城,韭山城,韭山城,德川家康,,40,德川家,12000,60000,26000,50,50,
49,城,春日山城,春日山城,堀秀治,,50,堀家,16000,100000,30000,50,50,
50,城,新发田城,新发田城,沟口秀胜,,52,沟口家,14000,80000,28000,50,50,
51,城,本庄城,本庄城,堀秀治,,50,堀家,12000,60000,26000,50,50,
52,城,橡尾城,橡尾城,堀秀治,,50,堀家,12000,60000,26000,50,50,
53,城,富山城,富山城,前田利家,,51,前田家,14000,80000,28000,50,50,
54,城,鱼津城,鱼津城,前田利家,,51,前田家,12000,60000,26000,50,50,
55,城,七尾城,七尾城,前田利政,,51,前田家,16000,100000,30000,50,50,
56,城,尾山城,尾山城,前田利家,,51,前田家,18000,120000,32000,50,50,
57,城,小松城,小松城,丹羽长重,,45,丹羽家,12000,60000,26000,50,50,
58,城,大圣寺城,大圣寺城,丹羽长重,,45,丹羽家,12000,60000,26000,50,50,
59,城,一乘谷城,一乘谷城,织田信雄,,40,德川家,16000,100000,30000,50,50,
60,城,北之庄城,北之庄城,丰臣秀赖,,41,丰臣家,16000,100000,30000,50,50,
61,城,金崎城,金崎城,大谷吉继,,9,大谷家,14000,80000,28000,50,50,
62,城,户石城,户石城,真田昌幸,,29,真田家,16000,100000,30000,50,50,
63,城,海津城,海津城,真田昌幸,,29,真田家,16000,100000,30000,50,50,
64,城,饭山城,饭山城,关一政,,41,丰臣家,12000,60000,26000,50,50,
65,城,小诸城,小诸城,仙石秀久,,41,丰臣家,14000,80000,28000,50,50,
66,城,高远城,高远城,京极高知,,20,京极家,14000,80000,28000,50,50,
67,城,木曾福岛城,木曾福岛城,丰臣秀赖,,41,丰臣家,14000,80000,28000,50,50,
68,城,饭田城,饭田城,京极高知,,20,京极家,14000,80000,28000,50,50,
69,城,踯躅崎馆,踯躅崎馆|甲府城,浅野幸长,,1,浅野家,16000,100000,30000,50,50,
70,城,岩殿城,岩殿城,浅野幸长,,1,浅野家,14000,80000,28000,50,50,
71,城,下山城,下山城,浅野幸长,,1,浅野家,12000,60000,26000,50,50,
72,城,骏府城,骏府城,中村一氏,,42,中村家,18000,120000,32000,50,50,
73,城,兴国寺城,兴国寺城,中村一氏,,42,中村家,12000,60000,26000,50,50,
74,城,滨松城,曳马城|滨松城,堀尾忠氏,,49,堀尾家,18000,120000,32000,50,50,
75,城,二股城,二股城|二俣城,山内一丰,,58,山内家,14000,80000,28000,50,50,
76,城,高天神城,高天神城,山内一丰,,58,山内家,12000,60000,26000,50,50,
77,城,冈崎城,冈崎城,田中吉政,,35,田中家,14000,80000,28000,50,50,
78,城,长篠城,长篠城,池田辉政,,4,无,12000,60000,26000,50,50,
79,城,吉田城,吉田城,池田辉政,,4,无,14000,80000,28000,50,50,
80,城,清洲城,清洲城,福岛正则,,47,福岛家,16000,100000,30000,50,50,
81,城,鸣海城,鸣海城,福岛正则,,47,福岛家,12000,60000,26000,50,50,
82,城,小牧山城,小牧山城,福岛正则,,47,福岛家,12000,60000,26000,50,50,
83,城,那古野城,那古野城|名古屋城,福岛正则,,47,福岛家,14000,80000,28000,50,50,
84,城,岐阜城,稻叶山城|岐阜城,织田秀信,,10,织田家,16000,100000,30000,50,50,
85,城,墨股城,墨股城,竹中重门,,41,丰臣家,12000,60000,26000,50,50,
86,城,大垣城,大垣城,织田秀信,,10,织田家,16000,100000,30000,50,50,
87,城,岩村城,岩村城,森忠政,,57,森家,12000,60000,26000,50,50,
88,城,曾根城,曾根城,稻叶贞通,,10,织田家,12000,60000,26000,50,50,
